PTC,PrintName,Category,GroupName,BrandName,lastInvoiceRate,SalesPrice2
SKU04519,Bingo Plus 265 Floor Cleaner 2pc,Home Care,Floor Cleaner,Bingo Plus 265,317.2,381.67
SKU03843,Nestle Plus 238 Gift Wrap 2pc,Seasonal & Gifts,Gift Wrap,Nestle Plus 238,1115.21,1276.69
SKU00157,India Gate Plus 40 Seeds 2pc,Gardening,Seeds,India Gate Plus 40,935.85,1148.32
SKU02979,Kelloggs Plus 347 Cheese 100g,Dairy & Frozen,Cheese,Kelloggs Plus 347,199.94,239.87
SKU01774,Surf Excel Plus 137 Fruits 1pc,Fresh Produce,Fruits,Surf Excel Plus 137,176.76,202.33
SKU00616,Tata Plus 300 Small Electronics (chargers) 1pc,Electronics & Batteries,Small Electronics (chargers),Tata Plus 300,1206.69,1435.87
SKU00644,Glen Plus 189 Organic Masala 100g,Health Foods,Organic,Glen Plus 189,1545.01,1727.51
SKU01936,Tata Plus 239 Car Care 200g,Automotive,Car Care,Tata Plus 239,652.14,881.87
SKU04278,Real Plus 256 Skin Care 200g,Personal Care,Skin Care,Real Plus 256,263.71,340.96
SKU01069,Classmate Vegetables 2pc,Fresh Produce,Vegetables,Classmate,269.06,321.66
SKU04455,Cadbury Plus 175 Soft Drinks Fresh 500g,Food & Beverages,Soft Drinks,,61.82,81.15
SKU04155,Frooti Plus 136 Bread 200g,Bakery,Bread,Frooti Plus 136,228.51,322.15
SKU04240,Pampers Plus 220 Shampoo Spicy 2pc,Personal Care,Shampoo,Pampers Plus 220,282.96,320.98
SKU04869,Real Plus 107 Storage Mint 250g,Kitchen & Home,Storage,Real Plus 107,3492.89,4342.82
SKU00331,Aashirvaad Car Care Mint 500g,Automotive,Car Care,Aashirvaad,1664,2118.87
SKU02058,Dettol Plus 229 Diapers L,Baby & Kids,Diapers,Dettol Plus 229,165.43,228.68
SKU02647,Huggies Plus 176 Batteries 500g,Electronics & Batteries,Batteries,Huggies Plus 176,837.92,1123.51
SKU02192,Nivea Plus 151 Cat Food 500g,Pet Care,Cat Food,Nivea Plus 151,1127.63,1437.98
SKU00623,Pampers Plus 96 Floor Cleaner 2pc,Home Care,Floor Cleaner,Pampers Plus 96,75.1,104.03
SKU01596,Rin Plus 362 Toothpaste Masala 250g,Personal Care,Toothpaste,Rin Plus 362,367.69,434.88
SKU02916,Garnier Plus 117 Diapers XL,Baby & Kids,Diapers,Garnier Plus 117,349.29,485.79
SKU04822,Lux Plus 254 Notebooks 250g,Stationery,Notebooks,Lux Plus 254,65.47,84.1
SKU03899,Frooti Plus 268 Organic 250g,Health Foods,Organic,Frooti Plus 268,762.46,930.11
SKU01920,Pedigree Plus 130 Supplements 100g,Health & Wellness,Supplements,Pedigree Plus 130,992.63,1268.71
SKU04174,Camlin Plus 266 Skin Care 100g,Personal Care,Skin Care,Camlin Plus 266,300.5,406.46
SKU04478,Nestle Plus 238 Gift Wrap 100g,Seasonal & Gifts,Gift Wrap,Nestle Plus 238,1808.27,2135.53
SKU00756,Tata Basic Tools Mint 200g,Gardening,Basic Tools,Tata,1233.7,1502.43
SKU00519,Surf Excel Plus 137 Vegetables Dark 100g,Fresh Produce,Vegetables,Surf Excel Plus 137,191.09,249.15
SKU03804,Nivea Plus 343 Sauces & Spreads 1pc,Food & Beverages,Sauces & Spreads,Nivea Plus 343,32.93,46.18
SKU00033,Nivea Makeup Fresh 100g,Beauty & Cosmetics,Makeup,Nivea,1540.24,1705.23
SKU02938,Nestle Plus 238 Cakes & Pastries 2pc,Bakery,Cakes & Pastries,Nestle Plus 238,114.41,165.33
SKU01158,CloseUp Plus 161 Rice 5kg,Staples & Cooking,Rice,CloseUp Plus 161,319.11,369.01
SKU00745,Godrej Plus 112 Toys (basic) 200g,Baby & Kids,Toys (basic),Godrej Plus 112,1390.47,1655.22
SKU01498,Himalaya Sugar 1pc,Staples & Cooking,Sugar,Himalaya,429.94,547.83
SKU03460,Maggi Plus 317 Energy Drinks 200g,Beverages (Premium),Energy Drinks,Maggi Plus 317,770.11,936.38
SKU03756,Bajaj Plus 143 Small Electronics (chargers) Classic 100g,Electronics & Batteries,Small Electronics (chargers),Bajaj Plus 143,1295.05,1733.77
SKU02592,Ariel Plus 44 Buns & Rolls 1pc,Bakery,Buns & Rolls,Ariel Plus 44,117.58,135.73
SKU00784,Clinic Plus Plus 275 Deodorant Masala 2pc,Personal Care,Deodorant,Clinic Plus Plus 275,159.77,221.37
SKU03494,Bingo Plus 307 Festival Packs 500g,Seasonal & Gifts,Festival Packs,Bingo Plus 307,253.02,298.16
SKU02950,India Gate Plus 59 Milk 500ml,Dairy & Frozen,Milk,India Gate Plus 59,200.87,244.25
SKU00230,Lifebuoy Plus 211 Coffee 2pc,Beverages (Premium),Coffee,Lifebuoy Plus 211,548.39,703.13
SKU00858,Nivea Plus 151 Dog Food 2pc,Pet Care,Dog Food,Nivea Plus 151,728.34,825.15
SKU02267,MamaEarth Plus 261 Tea 1pc,Beverages (Premium),Tea,MamaEarth Plus 261,413.92,597.15
SKU04275,Rin Plus 362 Shampoo 500g,Personal Care,Shampoo,Rin Plus 362,458.31,662.57
SKU00409,Pampers Herbs 2pc,Fresh Produce,Herbs,Pampers,277.17,359.28
SKU00171,Tata Tea Plus 156 Toilet Cleaner Dark 100g,Home Care,Toilet Cleaner,Tata Tea Plus 156,338.16,455.4
SKU00541,Kohinoor Plus 193 Batteries 250g,Electronics & Batteries,Batteries,Kohinoor Plus 193,836.16,1035.18
SKU02211,Aashirvaad Plus 279 Biscuits 200g,Food & Beverages,Biscuits,Aashirvaad Plus 279,158.04,216.54
SKU02305,Pedigree Plus 157 Fruits Dark 100g,Fresh Produce,Fruits,Pedigree Plus 157,291.27,409.4
SKU02568,Bikaji Plus 358 Festival Packs Classic 500g,Seasonal & Gifts,Festival Packs,Bikaji Plus 358,227.78,317.48
SKU00614,Tata Tea Plus 154 Pet Accessories Mint 100g,Pet Care,Pet Accessories,Tata Tea Plus 154,612.86,814.01
SKU02102,India Gate Plus 36 Festival Packs 200g,Seasonal & Gifts,Festival Packs,India Gate Plus 36,1626.52,2208.5
SKU01809,Raymond Plus 291 Atta & Flour 1kg,Staples & Cooking,Atta & Flour,Raymond Plus 291,414.06,481.11
SKU03439,Bajaj Plus 103 Sanitary Spicy 250g,Personal Care,Sanitary,Bajaj Plus 103,453.88,503.37
SKU01162,Aashirvaad Plus 279 Snacks 250g,Food & Beverages,Snacks,Aashirvaad Plus 279,210.69,255.61
SKU04226,Cadbury Plus 247 Pet Accessories 500g,Pet Care,Pet Accessories,Cadbury Plus 247,826.07,1140.33
SKU03120,Real Plus 107 Kitchen Utensils 250g,Kitchen & Home,Kitchen Utensils,Real Plus 107,3972.68,4763.34
SKU03653,Parle Plus 295 Dishwash 200g,Home Care,Dishwash,Parle Plus 295,319.16,418.31
SKU01611,Cadbury Plus 298 Dishwash 500g,Home Care,Dishwash,Cadbury Plus 298,305.55,396.59
SKU01933,Fiama Plus 356 Tea 250g,Beverages (Premium),Tea,Fiama Plus 356,1331.94,1836.32
SKU03028,CloseUp Plus 161 Sugar Mint 1pc,Staples & Cooking,Sugar,CloseUp Plus 161,445.82,524.52
SKU00565,Bajaj Plus 103 Skin Care 200g,Personal Care,Skin Care,Bajaj Plus 103,202.36,251.01
SKU03572,Classmate Gluten-Free 100g,Health Foods,Gluten-Free,Classmate,1944.07,2390.58
SKU04248,Maggi Plus 218 Dishwash 250g,Home Care,Dishwash,Maggi Plus 218,442.14,607.13
SKU02389,MamaEarth Plus 321 Floor Cleaner 200g,Home Care,Floor Cleaner,MamaEarth Plus 321,462.53,558.9
SKU01472,Bingo Plus 335 Basic Tools 200g,Gardening,Basic Tools,Bingo Plus 335,575.16,790.74
SKU02631,India Gate Plus 36 Cakes & Pastries 200g,Bakery,Cakes & Pastries,India Gate Plus 36,96.28,106.74
SKU01836,Dettol Plus 229 Baby Food 200g,Baby & Kids,Baby Food,Dettol Plus 229,361.1,521.1
SKU04929,Bingo Plus 327 Energy Drinks Mint 250g,Beverages (Premium),Energy Drinks,Bingo Plus 327,1127.24,1240.17
SKU03476,Kissan Plus 48 Energy Drinks 2pc,Beverages (Premium),Energy Drinks,Kissan Plus 48,1218.18,1703.21
SKU01534,Rin Plus 69 Art Supplies 1pc,Stationery,Art Supplies,Rin Plus 69,81.93,93.5
SKU04328,Nestle Plus 333 Makeup 250g,Beauty & Cosmetics,Makeup,Nestle Plus 333,1905.55,2709.69
SKU02485,Nivea Plus 108 Diapers L,Baby & Kids,Diapers,Nivea Plus 108,398.07,439.21
SKU04208,Amul Air Freshener 1pc,Home Care,Air Freshener,Amul,557.82,784.3
SKU01173,Himalaya Basic Tools 500g,Gardening,Basic Tools,Himalaya,372.43,463.22
SKU01428,India Gate Plus 59 Frozen Meals 250g,Dairy & Frozen,Frozen Meals,India Gate Plus 59,260.69,309.05
SKU00326,Aashirvaad Butter & Ghee Dark 100g,Dairy & Frozen,Butter & Ghee,Aashirvaad,282.43,375.85
SKU01052,Kohinoor Diapers Dark M,Baby & Kids,Diapers,Kohinoor,156.42,176.73
SKU03320,Tata Tea Plus 154 Dog Food 250g,Pet Care,Dog Food,Tata Tea Plus 154,626.89,704.19
SKU04722,Patanjali Plus 146 Energy Drinks 100g,Beverages (Premium),Energy Drinks,Patanjali Plus 146,985.56,1109.31
SKU03865,MamaEarth Plus 43 Spices 100g,Staples & Cooking,Spices,MamaEarth Plus 43,294.07,389.35
SKU02604,Ariel Plus 297 Bread 1pc,Bakery,Bread,Ariel Plus 297,146.45,167.64
SKU01739,Kissan Plus 191 Festival Packs 250g,Seasonal & Gifts,Festival Packs,Kissan Plus 191,1570.61,2191.07
SKU01197,Britannia Plus 230 Fruits 200g,Fresh Produce,Fruits,Britannia Plus 230,13.22,18.96
SKU00621,Haldiram Frozen Meals Dark 250g,Dairy & Frozen,Frozen Meals,Haldiram,358.47,426.86
SKU01375,Kohinoor Plus 250 Cat Food 1pc,Pet Care,Cat Food,Kohinoor Plus 250,174.96,221.98
SKU02880,Bingo Plus 202 First Aid 250g,Health & Wellness,First Aid,Bingo Plus 202,586.11,715.35
SKU01190,Clinic Plus Plus 180 Toilet Cleaner 500g,Home Care,Toilet Cleaner,Clinic Plus Plus 180,68.69,98.57
SKU00329,Bikaji Plus 332 Makeup 2pc,Beauty & Cosmetics,Makeup,Bikaji Plus 332,660.25,757.63
SKU00649,Lifebuoy Plus 73 Toothpaste 200g,Personal Care,Toothpaste,Lifebuoy Plus 73,83.05,97.69
SKU00898,Nivea Plus 13 Confectionery 250g,Food & Beverages,Confectionery,Nivea Plus 13,134.14,159.37
SKU03883,Maggi Plus 342 Ice Cream 1pc,Dairy & Frozen,Ice Cream,Maggi Plus 342,120.44,166.11
SKU01124,Godrej Plus 325 Cookware 100g,Kitchen & Home,Cookware,Godrej Plus 325,4325.18,5868.8
SKU01892,Frooti Plus 136 Cakes & Pastries 2pc,Bakery,Cakes & Pastries,Frooti Plus 136,142.04,184.58
SKU04644,Colgate Plus 5 Nail Care 500g,Beauty & Cosmetics,Nail Care,Colgate Plus 5,1485.18,1645.59
SKU04792,Pampers Plus 96 Air Freshener 250g,Home Care,Air Freshener,Pampers Plus 96,53.16,67.51
SKU04530,Rin Plus 121 Pulses 200g,Staples & Cooking,Pulses,Rin Plus 121,414.22,496.43
SKU04235,Ariel Plus 44 Gift Wrap 2pc,Seasonal & Gifts,Gift Wrap,Ariel Plus 44,1701.13,2424
SKU01594,Aashirvaad Plus 293 Edible Oil 500ml,Staples & Cooking,Edible Oil,Aashirvaad Plus 293,320.17,451.05
SKU03313,Amul Plus 38 Soft Drinks 1pc,Food & Beverages,Soft Drinks,Amul Plus 38,68.32,96.4
SKU02548,Aashirvaad Plus 32 Floor Cleaner 500g,Home Care,Floor Cleaner,Aashirvaad Plus 32,59.85,79.77
SKU01546,Bajaj Plus 194 First Aid Mint 2pc,Health & Wellness,First Aid,Bajaj Plus 194,338.68,470.37
SKU04337,Godrej Plus 144 Edible Oil Fresh 2L,Staples & Cooking,Edible Oil,Godrej Plus 144,252.04,299.13
SKU01024,Pampers Plus 158 Coffee 500g,Beverages (Premium),Coffee,Pampers Plus 158,651.64,929.24
SKU01972,Patanjali Plus 58 Kitchen Utensils 1pc,Kitchen & Home,Kitchen Utensils,Patanjali Plus 58,245.5,350.54
SKU04989,Pepsi Plus 187 Skin Care 250g,Personal Care,Skin Care,Pepsi Plus 187,224.43,255.92
SKU01715,Himalaya Plus 276 Vegetables 100g,Fresh Produce,Vegetables,Himalaya Plus 276,227.28,283.95
SKU01718,Raymond Plus 291 Seeds Masala 100g,Gardening,Seeds,Raymond Plus 291,745.89,891.17
SKU01478,Fevicol Plus 260 Cakes & Pastries 1pc,Bakery,Cakes & Pastries,Fevicol Plus 260,165.1,212.78
SKU00810,Tata Plus 312 Cakes & Pastries 1pc,Bakery,Cakes & Pastries,Tata Plus 312,205.9,294.5
SKU02851,Maggi Plus 26 First Aid 1pc,Health & Wellness,First Aid,Maggi Plus 26,704.86,793.03
SKU00979,Glen Plus 142 Skin Care Mint 1pc,Personal Care,Skin Care,Glen Plus 142,102.76,121.35
SKU04688,Haldiram Paneer 250g,Dairy & Frozen,Paneer,Haldiram,356.49,479.29
SKU04896,Drools Plus 324 Kitchen Utensils 100g,Kitchen & Home,Kitchen Utensils,Drools Plus 324,3505.78,4593.28
SKU01685,Fiama Plus 85 First Aid 250g,Health & Wellness,First Aid,Fiama Plus 85,1038.71,1457.54
SKU04661,Coca-Cola Plus 8 Bread 200g,Bakery,Bread,Coca-Cola Plus 8,112.06,145.73
SKU01515,Surf Excel Plus 129 Biscuits Spicy 50g,Food & Beverages,Biscuits,Surf Excel Plus 129,222.23,265.83
SKU02405,Lux Plus 311 Batteries 200g,Electronics & Batteries,Batteries,Lux Plus 311,82.21,114.57
SKU02022,Himalaya Plus 276 Vegetables 2pc,Fresh Produce,Vegetables,Himalaya Plus 276,221.55,263.15
SKU04554,Bingo Plus 61 Diapers L,Baby & Kids,Diapers,Bingo Plus 61,229.89,272.23
SKU01768,Himalaya Plus 274 Coffee 250g,Beverages (Premium),Coffee,Himalaya Plus 274,35.2,42.15
SKU00175,Daawat Plus 171 Herbs 500g,Fresh Produce,Herbs,Daawat Plus 171,148.86,176.34
SKU01555,Red Label Plus 241 Storage 200g,Kitchen & Home,Storage,Red Label Plus 241,1642.16,2190.62
SKU04216,Raymond Plus 106 Pulses 200g,Staples & Cooking,Pulses,Raymond Plus 106,421.06,503.8
SKU01483,Drools Plus 324 Biscuits 100g,Food & Beverages,Biscuits,Drools Plus 324,128.08,162.91
SKU04462,Pepsi Plus 196 Diapers M,Baby & Kids,Diapers,Pepsi Plus 196,846.1,1219.58
SKU00218,Red Label Plus 75 Herbs 500g,Fresh Produce,Herbs,Red Label Plus 75,72.91,87.46
SKU03915,Parle Plus 60 Chocolates Classic 30g,Food & Beverages,Chocolates,Parle Plus 60,99.76,119.14
SKU03721,Garnier Plus 67 Cookware 1pc,Kitchen & Home,Cookware,Garnier Plus 67,543.42,779.46
SKU00691,Raymond Plus 212 Shampoo 100g,Personal Care,Shampoo,Raymond Plus 212,490.16,625.51
SKU02578,Pampers Plus 232 Coffee 100g,Beverages (Premium),Coffee,Pampers Plus 232,1030.06,1427.91
SKU02234,Dettol Plus 303 Edible Oil 5L,Staples & Cooking,Edible Oil,Dettol Plus 303,291.33,390.87
SKU02239,India Gate Plus 59 Butter & Ghee Masala 500g,Dairy & Frozen,Butter & Ghee,India Gate Plus 59,129.37,176.25
SKU01107,Tropicana Plus 168 Pens 1pc,Stationery,Pens,Tropicana Plus 168,215.95,265.48
SKU01790,Harpic Plus 322 Edible Oil Mint 2L,Staples & Cooking,Edible Oil,Harpic Plus 322,44.03,60.31
SKU03189,Red Label Plus 241 Confectionery 2pc,Food & Beverages,Confectionery,Red Label Plus 241,178.11,202.93
SKU02437,Nestle Plus 292 Buns & Rolls 500g,Bakery,Buns & Rolls,Nestle Plus 292,93.67,114.49
SKU00612,Nivea Plus 30 Butter & Ghee 500g,Dairy & Frozen,Butter & Ghee,Nivea Plus 30,298.26,365.83
SKU03661,Cadbury Tea 500g,Beverages (Premium),Tea,Cadbury,399.6,511.4
SKU03712,Nivea Plus 223 OTC Medicines Classic 500g,Health & Wellness,OTC Medicines,Nivea Plus 223,629.25,911.82
SKU00577,Tide Plus 246 Air Freshener 500g,Home Care,Air Freshener,Tide Plus 246,297.42,387.26
SKU02064,Maggi Plus 76 Bread 2pc,Bakery,Bread,Maggi Plus 76,52.77,59.64
SKU04436,Patanjali Plus 181 Edible Oil 2L,Staples & Cooking,Edible Oil,Patanjali Plus 181,241.77,331.81
SKU01181,Coca-Cola Plus 147 Baby Food 1pc,Baby & Kids,Baby Food,Coca-Cola Plus 147,579.83,793.68
SKU00889,Aashirvaad Plus 159 Air Freshener Masala 250g,Home Care,Air Freshener,Aashirvaad Plus 159,264.08,330.1
SKU03129,Coca-Cola Plus 252 Herbs 200g,Fresh Produce,Herbs,Coca-Cola Plus 252,208.12,267.55
SKU01733,Aashirvaad Plus 293 Basic Tools 1pc,Gardening,Basic Tools,Aashirvaad Plus 293,728.48,888.68
SKU02664,Pampers Plus 220 Meal Kits 250g,Convenience,Meal Kits,Pampers Plus 220,350.78,425.1
SKU00818,Patanjali Plus 181 Rice 5kg,Staples & Cooking,Rice,Patanjali Plus 181,412.01,477.28
SKU03278,Patanjali Plus 58 Chips & Namkeen Spicy 1pc,Food & Beverages,Chips & Namkeen,Patanjali Plus 58,199.72,233.56
SKU01860,Pedigree Plus 270 Bread 2pc,Bakery,Bread,Pedigree Plus 270,214.86,304.57
SKU00209,Aashirvaad Plus 21 Shampoo 200g,Personal Care,Shampoo,Aashirvaad Plus 21,57.31,74.49
SKU00294,Nestle Plus 124 Buns & Rolls Masala 500g,Bakery,Buns & Rolls,Nestle Plus 124,56.97,70.69
SKU01120,Patanjali Plus 146 Coffee Fresh 200g,Beverages (Premium),Coffee,Patanjali Plus 146,938.94,1146.66
SKU02214,Raymond Plus 212 Ready-to-eat 1pc,Convenience,Ready-to-eat,Raymond Plus 212,1164.51,1325.17
SKU01610,Tide Pet Accessories Mint 500g,Pet Care,Pet Accessories,Tide,1046.79,1173.72
SKU01265,Cadbury Plus 289 Hair Color 2pc,Beauty & Cosmetics,Hair Color,Cadbury Plus 289,1887.43,2429.76
SKU00991,MTR Plus 304 Supplements 250g,Health & Wellness,Supplements,MTR Plus 304,275.79,347.35
SKU04198,Maggi Plus 218 Laundry Detergent 500g,Home Care,Laundry Detergent,Maggi Plus 218,496.28,587.58
SKU01617,Borosil Plus 80 Gift Wrap Honey 250g,Seasonal & Gifts,Gift Wrap,Borosil Plus 80,1170.11,1583.18
SKU00354,Maggi Plus 341 Basic Tools 2pc,Gardening,Basic Tools,Maggi Plus 341,1270.25,1398.7
SKU04558,Kohinoor Plus 82 Snacks 250g,Food & Beverages,Snacks,Kohinoor Plus 82,150.11,210.77
SKU02023,Coca-Cola Plus 345 Small Electronics (chargers) 500g,Electronics & Batteries,Small Electronics (chargers),Coca-Cola Plus 345,202.89,273.58
SKU03691,Glen Plus 308 Butter & Ghee 500g,Dairy & Frozen,Butter & Ghee,Glen Plus 308,17.96,26.02
SKU02556,MamaEarth Plus 346 Gluten-Free 250g,Health Foods,Gluten-Free,MamaEarth Plus 346,1435.43,1763.76
SKU03049,Tata Tea Plus 286 Tea 200g,Beverages (Premium),Tea,Tata Tea Plus 286,870.76,964.15
SKU01229,Glen Plus 189 Fruits 2pc,Fresh Produce,Fruits,Glen Plus 189,35.91,48.09
SKU00260,Classmate Plus 172 Fruits 500g,Fresh Produce,Fruits,Classmate Plus 172,99.15,141.15
SKU01520,Ariel Plus 195 Vegetables 1pc,Fresh Produce,Vegetables,Ariel Plus 195,49.64,67.52
SKU01778,Lifebuoy Plus 338 Spices 2pc,Staples & Cooking,Spices,Lifebuoy Plus 338,54.3,66.56
SKU04740,Dettol Plus 162 Supplements 1pc,Health & Wellness,Supplements,Dettol Plus 162,1906.44,2326.41
SKU01771,Haldiram Plus 84 Meal Kits 500g,Convenience,Meal Kits,Haldiram Plus 84,680.31,945.31
SKU04354,Pantene Plus 213 Paneer 500g,Dairy & Frozen,Paneer,Pantene Plus 213,300.2,350.31
SKU00053,Coca-Cola Plus 252 Fruits 200g,Fresh Produce,Fruits,Coca-Cola Plus 252,150.2,200.55
SKU03474,Dettol Plus 140 Motor Oils (small) 500ml,Automotive,Motor Oils (small),Dettol Plus 140,1530.47,1953.94
SKU04684,Haldiram Plus 84 Sanitary 2pc,Personal Care,Sanitary,Haldiram Plus 84,93.96,114.29
SKU04412,Aashirvaad Plus 287 Tea Honey 2pc,Beverages (Premium),Tea,Aashirvaad Plus 287,153.79,171.57
SKU02410,Nivea Plus 343 Biscuits Classic 150g,Food & Beverages,Biscuits,Nivea Plus 343,120.55,152.64
SKU02788,Cadbury Plus 175 Sauces & Spreads 500g,Food & Beverages,Sauces & Spreads,Cadbury Plus 175,145.71,186.81
SKU02345,Bajaj Plus 103 Soap 75g,Personal Care,Soap,Bajaj Plus 103,394.84,468.14
SKU01034,Godrej Plus 91 Laundry Detergent 2pc,Home Care,Laundry Detergent,Godrej Plus 91,377.67,447.43
SKU01098,Rin Plus 93 Sauces & Spreads 500g,Food & Beverages,Sauces & Spreads,Rin Plus 93,159.68,186.17
SKU00544,Harpic Plus 54 Soap Spicy 100g,Personal Care,Soap,Harpic Plus 54,344.56,471.19
SKU01047,Godrej Plus 325 Confectionery 500g,Food & Beverages,Confectionery,Godrej Plus 325,125.63,140.06
SKU01895,Bikaji Plus 50 Chocolates 150g,Food & Beverages,Chocolates,Bikaji Plus 50,126.29,159.86
SKU04377,India Gate Plus 36 Cakes & Pastries 1pc,Bakery,Cakes & Pastries,India Gate Plus 36,70.56,83.72
SKU00031,Pantene Plus 269 Festival Packs 2pc,Seasonal & Gifts,Festival Packs,Pantene Plus 269,669.6,839.09
SKU00726,Kelloggs Plus 347 Milk 250ml,Dairy & Frozen,Milk,Kelloggs Plus 347,119.99,155.01
SKU04962,Garnier Plus 357 Air Freshener 250g,Home Care,Air Freshener,Garnier Plus 357,479.86,571.83
SKU04719,Rin Plus 69 Pens 500g,Stationery,Pens,Rin Plus 69,24.24,29.54
SKU03904,Colgate Plus 100 Toothpaste 100g,Personal Care,Toothpaste,Colgate Plus 100,199.3,222.17
SKU01427,Dettol Plus 140 Cheese 200g,Dairy & Frozen,Cheese,Dettol Plus 140,92.97,132.71
SKU02498,Nivea Plus 343 Instant Foods Fresh 250g,Food & Beverages,Instant Foods,Nivea Plus 343,164.49,207.01
SKU00437,Rin Plus 69 Pens Classic 200g,Stationery,Pens,Rin Plus 69,132.01,162.33
SKU02471,Tropicana Plus 219 Coffee 500g,Beverages (Premium),Coffee,Tropicana Plus 219,482.01,551.29
SKU00913,Nivea Plus 305 Pulses 1pc,Staples & Cooking,Pulses,Nivea Plus 305,586.06,666.24
SKU04223,Pampers Plus 220 Shampoo 500g,Personal Care,Shampoo,Pampers Plus 220,297.25,362.12
SKU04353,Kohinoor Plus 82 Kitchen Utensils 200g,Kitchen & Home,Kitchen Utensils,Kohinoor Plus 82,978.3,1386.21
SKU04513,Real Plus 107 Chocolates 100g,Food & Beverages,Chocolates,Real Plus 107,135.31,161.77
SKU04444,Pampers Plus 96 Floor Cleaner 100g,Home Care,Floor Cleaner,Pampers Plus 96,508.96,658.23
SKU02288,MTR Plus 47 Skin Care 100g,Personal Care,Skin Care,MTR Plus 47,160.04,224.7
SKU04598,Rin Plus 121 Seeds 100g,Gardening,Seeds,Rin Plus 121,173.6,218.23
SKU01239,Kissan Toilet Cleaner Dark 500g,Home Care,Toilet Cleaner,Kissan,429.22,475.19
SKU00904,Aashirvaad Plus 118 Sugar 250g,Staples & Cooking,Sugar,Aashirvaad Plus 118,444.36,568.3
SKU03621,CloseUp Plus 161 Seeds Masala 250g,Gardening,Seeds,CloseUp Plus 161,1195.24,1717.21
SKU03232,Bingo Plus 335 Basic Tools 200g,Gardening,Basic Tools,Bingo Plus 335,240.64,295.16
SKU02860,Real Plus 256 Shampoo 100g,Personal Care,Shampoo,Real Plus 256,217.43,251.23
SKU00508,Tropicana Pet Accessories 2pc,Pet Care,Pet Accessories,Tropicana,537.98,740.03
SKU03222,Harpic Plus 322 Seeds Mint 1pc,Gardening,Seeds,Harpic Plus 322,861.87,1127.51
SKU00184,Patanjali Plus 181 Seeds 250g,Gardening,Seeds,Patanjali Plus 181,383.49,520.86
SKU01565,Real Plus 107 Snacks 200g,Food & Beverages,Snacks,Real Plus 107,44.73,50.1
SKU02705,Borosil Butter & Ghee 1pc,Dairy & Frozen,Butter & Ghee,Borosil,419.69,552.12
SKU00322,Ariel Plus 281 Notebooks 100g,Stationery,Notebooks,Ariel Plus 281,240.53,270.36
SKU03564,Bingo Plus 327 Tea 2pc,Beverages (Premium),Tea,Bingo Plus 327,197.64,260.2
SKU01539,Colgate Plus 45 Chips & Namkeen 2pc,Food & Beverages,Chips & Namkeen,Colgate Plus 45,144.32,170.54
SKU01838,Colgate Plus 131 Butter & Ghee 100g,Dairy & Frozen,Butter & Ghee,Colgate Plus 131,500.35,604.46
SKU02381,Patanjali Cookware 1pc,Kitchen & Home,Cookware,Patanjali,1284.4,1782.9
SKU01913,Tata Tea Plus 154 Cat Food 2pc,Pet Care,Cat Food,Tata Tea Plus 154,789.3,1138.84
SKU01841,Tata Plus 6 Vegetables Dark 200g,Fresh Produce,Vegetables,Tata Plus 6,284.29,370.25
SKU02116,Aashirvaad Plus 279 Cookware 1pc,Kitchen & Home,Cookware,Aashirvaad Plus 279,3092.27,4170.1
SKU04438,Daawat Plus 171 Organic Dark 200g,Health Foods,Organic,Daawat Plus 171,582.76,751.53
SKU01147,Lay's Plus 153 Diapers Classic L,Baby & Kids,Diapers,,1491.75,1826.85
SKU02487,Kelloggs Plus 208 Pulses 100g,Staples & Cooking,Pulses,Kelloggs Plus 208,233.66,292.35
SKU00045,Fiama Plus 356 Tea 500g,Beverages (Premium),Tea,Fiama Plus 356,931.5,1250.69
SKU02155,Kohinoor Plus 224 Skin Care Masala 250g,Personal Care,Skin Care,Kohinoor Plus 224,431.02,517.11
SKU01527,Kohinoor Plus 224 Shampoo Dark 200g,Personal Care,Shampoo,Kohinoor Plus 224,552.07,643.37
SKU04856,Raymond Plus 70 Hair Color 200g,Beauty & Cosmetics,Hair Color,Raymond Plus 70,145.91,193.14
SKU01379,India Gate Plus 36 Cakes & Pastries 1pc,Bakery,Cakes & Pastries,India Gate Plus 36,275.14,378.71
SKU01766,Bajaj Plus 139 Herbs 250g,Fresh Produce,Herbs,Bajaj Plus 139,334.05,446.57
SKU03013,Patanjali Plus 181 Seeds 2pc,Gardening,Seeds,Patanjali Plus 181,1084.88,1336.82
SKU00414,Aashirvaad Plus 118 Rice 10kg,Staples & Cooking,Rice,Aashirvaad Plus 118,263.99,369.84
SKU04285,Tata Tea Plus 154 Dog Food 200g,Pet Care,Dog Food,Tata Tea Plus 154,1369.3,1574.54
SKU01408,Bikaji Plus 50 Storage 100g,Kitchen & Home,Storage,Bikaji Plus 50,2642.38,3157.38
SKU01659,India Gate Energy Drinks 2pc,Beverages (Premium),Energy Drinks,India Gate,129.18,147.56
SKU00802,Pampers Plus 273 Soap 125g,Personal Care,Soap,Pampers Plus 273,246.65,273.19
SKU01289,Amul Plus 226 OTC Medicines 200g,Health & Wellness,OTC Medicines,Amul Plus 226,224.16,319.98
SKU02183,Raymond Plus 92 Laundry Detergent 200g,Home Care,Laundry Detergent,Raymond Plus 92,443.56,495.06
SKU02589,Pampers Plus 158 Coffee 200g,Beverages (Premium),Coffee,Pampers Plus 158,1202.41,1380.13
